steering_wheel_angle,eye_gaze,blink_rate,head_pose,facial_expressions,speed,acceleration,steering_angle_velocity,lane_deviation,time_to_collision,light_intensity,weather_conditions,road_surface,traffic_density,gps,accelerometer,gyroscope,radar,camera,driver_biometrics,label
11.236203565420874,0.18513292883861965,5.234113674718119,33.6351497104449,5.719958782835928,23.618131216646525,3.24128477038911,0.5819918209333119,0.7202679239473956,9.135780114026948,37.36408184666985,2.665152807441278,3.27153160767028,97.43176372044141,73.1750987680021,4.996702437290534,0.044016090037862776,81.29477019446215,6.456906684495384,38.655787373149266,0
28.521429192297486,0.5419009473783581,4.939575981439996,39.834069859568615,8.054323292999863,28.406139562501284,0.8619318105258311,2.80158792346694,0.6872830044131277,5.25360481819498,33.291209623140325,0.6894941086516698,0.4001628488296832,1.7172990662369547,89.47838298241739,7.4674677251259425,0.0033015925947643687,67.8542029790759,4.02418494256982,20.4653529646327,0
21.959818254342153,0.8729458358764083,18.125091610420732,12.523394939624948,7.60160929790159,51.27284359213082,4.361972816774075,12.468687076349138,0.09575419866335766,7.249102718360843,17.615391250286006,2.956214528753071,1.211649057268695,94.7651653081089,651.9737139229607,5.626667806563331,4.722634607952153,88.90749167467196,4.719091099145876,6.499026033876842,0
17.959754525911098,0.7322248864095612,4.990923996990122,31.243704980349946,1.5389990469377368,20.40026316359353,3.0655811953462075,11.501525345075036,0.9225724049058001,4.360482979725878,60.726667010148795,1.5739281185847898,3.8683967323962536,36.86774238491447,486.9407132392483,0.8330258311179639,0.2929370500537065,44.93360594354341,7.1672478268145055,7.949174835268746,0
4.680559213273096,0.8065611478614497,5.43899452257262,28.587299157187434,1.492494697414739,52.17898108873028,0.7860194177847712,5.259640371857203,0.5684722021568196,6.300345775424382,47.66241605086289,0.26174383404801216,2.6434292683940983,1.009040502188152,790.4152503192103,1.855802367835554,9.745325536623746,89.38897627221915,8.76306029666794,76.00472059609774,0
4.679835610086079,0.6587833667107174,15.187965248359275,41.64151883941356,2.6817436774491332,5.28806585860149,4.811690287406034,5.652159416613188,0.36372552113568424,3.405759374211187,86.57009923240037,4.743280788532824,4.639845308935223,68.91572317245083,916.2708373435314,2.1932818403091914,2.2206517454139196,86.57741223560754,2.7221880083977568,44.4802991036633,0
1.7425083650459838,0.6922765645178525,8.9947968490108,45.304353024063026,3.610747263410372,46.60790623251784,2.591827316676603,8.003316503303692,0.7565385834953067,3.0115901978544537,3.2109580482058253,3.207451845321439,2.1437570417067713,98.05403040313541,388.3668776715475,2.5786425364484487,4.726647293648448,43.84093323592696,3.420767959710708,72.61811220000153,0
25.985284373248057,0.8491956515653193,15.534211139103624,0.6078385738693404,4.084555814084826,50.85285798328418,0.364492259358275,0.0036150702770182397,0.25736545840163405,5.782297861695137,64.38679275551263,4.384594659354235,4.3490618290696155,96.56257228375925,596.4100265846463,5.654033919505043,0.6113763001222361,38.114331529297864,9.307393963624126,68.22871217636975,0
18.033450352296263,0.24966800885918594,1.3073231512877048,33.700995952939635,6.796972168333452,10.909059170240326,3.134164522075336,3.618665040570418,0.6935098370463204,4.981296741839803,76.29488785115612,3.3802800250662655,2.2447771873911875,16.093701120241843,500.6966277953099,5.039657798253935,5.2204841617125854,93.28120149702568,5.785117924094454,13.536246176025779,0
21.242177333881365,0.4894249636431405,9.751423873467687,2.5917899559864512,0.566804321658354,25.820791942332026,1.2659945350640511,3.1234771291232164,0.03971120757224722,5.79536369149981,75.94865691883071,1.7849184607005646,4.896241393509927,18.1247806066155,981.6106556424329,2.0316003836420893,3.799561251474085,71.51647345384376,1.7896181713500103,14.28879341922672,0
0.6175348288740734,0.22120944181960223,0.6722720036656527,27.442933253867796,0.34672704226066386,9.929986479819338,4.0184672593865125,3.757244201246452,0.839408037609272,2.8666058128702296,88.60739670955252,2.563440361644057,4.799171906994384,56.55389146196601,831.0844073565952,0.6755484345568707,0.44660028877223756,92.82453464380757,6.636951389123827,75.53420154341339,0
29.09729556485983,0.987668007996647,1.2530640691070905,14.38163645218391,3.9191056294390902,42.39624773965306,4.089110367830953,12.08858763800162,0.4481708470213185,3.6695783181699526,72.9033742829494,3.3787338017358852,1.6456835277804016,63.73048264283244,911.7377082773536,1.7143220447471808,3.3512426669622473,79.69747788958131,9.907621555393796,72.12682934854172,0
24.973279224012654,0.9440593396866133,18.12874906688822,15.33882997610706,6.971636921379805,32.120866083699404,4.894736779273309,4.195107848196647,0.6366929143579417,0.8389796062890931,92.78100616476964,4.801261626007188,4.429618352084016,73.94179136658656,254.34008757760418,9.843813126186033,3.914360202228556,60.92974392914143,8.234535644704001,37.80307668743104,0
6.370173320348284,0.0394268113685059,2.7849074223519033,17.64792517261783,1.9343534295648257,38.119400802499264,2.5093476551225185,2.8728198307522224,0.22123781980668367,0.5227637227220572,33.26565998208915,1.2683472956084825,4.238056871078246,18.10503604721475,772.5264231625944,4.685469497914722,9.8992149127494,11.585277700376452,7.4574113655140275,7.742226333284008,0
5.454749016213018,0.7055751725156885,10.648413645504341,31.064622452480506,6.415044812562517,11.789218017372669,2.2747843986386855,7.563951911895473,0.677073712658448,2.534571296730163,50.32094167515431,4.374885293120588,1.0534019866378141,95.90070867644344,265.4732249976489,8.673455047021125,2.0788587191937546,29.148067257909847,2.080466542662692,1.20980216984522,0
5.502135295603015,0.9252483174156658,8.221912052014131,16.70249828343846,2.5982813794029944,12.704751723145172,3.767378027232403,12.98467554559098,0.7722402758932766,0.7424685933054576,1.4079663282890675,4.620389026471347,3.1214520039163487,63.873925628923786,208.7425334283899,8.487524666688433,5.447796153700997,96.88424070983915,8.761397846840072,28.815694946174485,0
9.127267288786133,0.18057534512733353,6.946866525176853,36.63495252951402,8.860861088135163,2.489839530594382,0.6623532817096328,3.620245557562498,0.47321318688439873,1.037747086347407,0.6957587303291213,3.3520775732947827,0.3634115779490743,84.70469188705549,944.2661596555508,5.115195574628737,9.873155491986287,31.942209871420445,5.257888435355465,0.9222273587226937,0
15.742692948967136,0.5679452305526295,17.99666691374545,20.226369278693486,8.956899442666165,19.324052111743782,2.734577568965621,1.1780436418919804,0.6177269240617943,8.12928405393937,24.012662045151988,4.656333137006689,4.183553602917308,54.00657152841718,19.304416717866644,7.066877084605435,7.920192079401351,9.325486978537079,8.892900220719556,23.00726211037034,0
