timestamp,temperature,precipitation,weather_condition
2023-01-01 00:00:00,33.39139526155797,1.9637045588283253,clear
2023-01-01 00:05:00,-7.917878980563472,10.461452529334796,snow
2023-01-01 00:10:00,17.705489870966453,14.124603699585869,rain
2023-01-01 00:15:00,18.359773570509887,12.181066835183568,snow
2023-01-01 00:20:00,-8.805558886471617,19.043413733216212,clear
2023-01-01 00:25:00,25.418646696585505,7.6743998131858415,fog
2023-01-01 00:30:00,-3.0873301801942006,8.84009082701672,rain
2023-01-01 00:35:00,21.557241383217914,4.91862337581916,fog
2023-01-01 00:40:00,-8.297922641581266,11.556805367496779,fog
2023-01-01 00:45:00,17.61593504773331,18.7929338634131,snow
2023-01-01 00:50:00,13.435135852552786,6.912292180702167,clear
2023-01-01 00:55:00,11.747462723288628,2.299174217664972,snow
2023-01-01 01:00:00,6.4999414562233255,7.32242497169665,fog
2023-01-01 01:05:00,8.910707272336111,17.66398573802148,fog
2023-01-01 01:10:00,11.460242493204188,18.00345157563509,clear
2023-01-01 01:15:00,3.39602796876472,2.439222334573947,fog
2023-01-01 01:20:00,32.0879987413849,15.290600375648044,snow
2023-01-01 01:25:00,33.42507069932798,2.8328340427959864,clear
2023-01-01 01:30:00,3.495626553074887,17.688461878146732,clear
2023-01-01 01:35:00,25.04112825917894,9.504083548736919,rain
2023-01-01 01:40:00,23.822846786512983,17.97532379084783,snow
2023-01-01 01:45:00,29.401208178807096,1.4899358999985268,fog
2023-01-01 01:50:00,-9.82694018778577,1.527922406909934,rain
2023-01-01 01:55:00,5.215309763791289,18.706694188754994,snow
2023-01-01 02:00:00,-3.4755485793993506,15.446835182379724,rain
2023-01-01 02:05:00,7.588621378842969,2.910739208841382,snow
2023-01-01 02:10:00,15.903264642153253,17.80986303485118,clear
2023-01-01 02:15:00,30.898201217872447,17.075704452367052,rain
2023-01-01 02:20:00,27.782631789243077,10.755687745074958,fog
2023-01-01 02:25:00,12.456006695433626,3.301245804186741,snow
2023-01-01 02:30:00,-8.942404413305741,8.44872739105855,snow
2023-01-01 02:35:00,3.5402129119589034,11.005297786535078,rain
2023-01-01 02:40:00,-5.202546189145669,4.191167761630734,clear
2023-01-01 02:45:00,19.278487999218886,17.169202776435082,snow
2023-01-01 02:50:00,21.294268061771824,16.671036135263755,snow
2023-01-01 02:55:00,19.19611014743651,0.4661073199982413,clear
2023-01-01 03:00:00,2.362263575479103,0.39296599290742584,clear
2023-01-01 03:05:00,31.377892376849218,8.736813072734924,fog
2023-01-01 03:10:00,16.482781094008114,18.484116465370985,rain
2023-01-01 03:15:00,16.876190368297248,15.362386881853523,clear
2023-01-01 03:20:00,26.70007917639912,19.16932945899134,rain
2023-01-01 03:25:00,-6.883990221843516,5.679247493871289,clear
2023-01-01 03:30:00,-0.5676486860253878,19.3632806018266,fog
2023-01-01 03:35:00,16.531165669889766,10.630140485994355,fog
2023-01-01 03:40:00,17.469476147510534,12.220299421960473,snow
2023-01-01 03:45:00,11.004445046328826,4.578010202636619,clear
2023-01-01 03:50:00,25.097228752004476,9.227592433270269,clear
2023-01-01 03:55:00,5.553055265213558,15.124540238432838,clear
2023-01-01 04:00:00,-9.49447442862257,7.0219753540410945,fog
2023-01-01 04:05:00,5.2981675351547395,1.3933354621878302,fog
2023-01-01 04:10:00,33.46462043741177,16.75506448775703,clear
2023-01-01 04:15:00,25.05660251174931,0.6678911660365561,clear
2023-01-01 04:20:00,4.321319129573867,1.925835146142707,rain
2023-01-01 04:25:00,0.010222073035984991,12.742013835668832,rain
2023-01-01 04:30:00,26.462060850099206,13.370039414404202,fog
2023-01-01 04:35:00,-1.0046031074590172,10.996859160117618,rain
2023-01-01 04:40:00,16.108922170562685,1.5551835598844965,snow
2023-01-01 04:45:00,12.858223905964302,15.537075203797867,rain
2023-01-01 04:50:00,9.02011047944514,11.964144296879262,snow
2023-01-01 04:55:00,9.168261393099154,13.409493980393956,snow
2023-01-01 05:00:00,21.60623674154608,0.05801794914918945,fog
2023-01-01 05:05:00,-5.372335252549308,1.7579496619734591,snow
2023-01-01 05:10:00,7.785162542037657,14.418577112872091,rain
